,baseline hazard
0.7419575452804565,0.0
0.7446954250335693,0.0
0.7474332451820374,0.0
0.7501711249351501,0.0
0.7529089450836182,0.0
0.755646824836731,6.325204984885885e-06
0.758384644985199,0.0
0.7611225247383118,0.0
0.7638603448867798,0.0
0.7665982246398926,0.0
0.7693360447883606,0.0
0.7720739245414734,0.0
0.7802874445915222,0.0
0.783025324344635,0.0
0.7857632040977478,0.0
0.7885010242462158,0.0
0.7912389039993286,0.0
0.7939767241477966,0.0
0.7994524240493774,0.0
0.8021903038024902,0.0
0.8049281239509583,0.0
0.807666003704071,0.0
0.8104038238525391,0.0
0.8131417036056519,0.0
0.8158795237541199,0.0
0.8186174035072327,0.0
0.8213552236557007,0.0
0.8240931034088135,0.0
0.8268309235572815,0.0
0.8295688033103943,0.0
0.8350445032119751,0.0
0.8377823233604431,0.0
0.8405202031135559,0.0
0.8432580232620239,0.0
0.8459959030151367,0.0
0.8487337231636047,0.0
0.8514716029167175,6.3506001922902e-06
0.8542094230651855,0.0
0.8569473028182983,0.0
0.8596851229667664,0.0
0.8624230027198792,0.0
0.8651608228683472,0.0
0.86789870262146,0.0
0.870636522769928,0.0
0.8733744025230408,0.0
0.8761122226715088,0.0
0.8788501024246216,0.0
0.8815879821777344,0.0
0.8843258023262024,0.0
0.8870636820793152,0.0
0.895277202129364,6.362807448436434e-06
0.8980150818824768,0.0
0.9007529020309448,6.364712660587782e-06
0.9034907817840576,0.0
0.9062286019325256,0.0
0.9089664816856384,0.0
0.9117043018341064,0.0
0.9144421815872192,0.0
0.9171800017356871,0.0
0.9199178814888,0.0
0.922655701637268,0.0
0.9253935813903807,0.0
0.9281314015388488,0.0
0.9308692812919616,0.0
0.9336071014404296,0.0
0.9363449811935424,0.0
0.9390828013420104,0.0
0.9418206810951232,0.0
0.9445585012435912,0.0
0.947296380996704,0.0
0.950034201145172,0.0
0.9527720808982848,6.377690287333374e-06
0.9555099010467528,0.0
0.9582477807998656,0.0
0.9609856009483336,6.381058426620257e-06
0.9637234807014464,0.0
0.9691991806030272,0.0
0.9719370007514954,0.0
0.9746748805046082,0.0
0.977412760257721,0.0
0.980150580406189,6.38784645026692e-06
0.9828884601593018,0.0
0.9856262803077698,0.0
0.9883641600608826,0.0
0.9911019802093506,0.0
0.9938398599624634,0.0
0.9965776801109314,0.0
0.9993155598640442,0.0
1.0020533800125122,0.0
1.004791259765625,0.0
1.010266900062561,0.0
1.0130047798156738,0.0
1.0157426595687866,0.0
1.0184805393218994,0.0
1.0212182998657229,0.0
1.0239561796188354,0.0
1.0266940593719482,0.0
1.029431939125061,0.0
1.0321696996688845,0.0
1.034907579421997,0.0
1.03764545917511,0.0
1.0403833389282229,0.0
1.0458589792251587,0.0
1.0485968589782717,0.0
1.0513347387313845,0.0
1.0540724992752075,0.0
1.0568103790283203,0.0
1.059548258781433,0.0
1.062286138534546,0.0
1.067761778831482,0.0
1.0704996585845947,0.0
1.0732375383377075,0.0
1.0759754180908203,0.0
1.0787131786346436,0.0
1.0814510583877563,0.0
1.0841889381408691,6.423146710491295e-06
1.086926817893982,0.0
1.0896645784378052,0.0
1.092402458190918,0.0
1.0951403379440308,0.0
1.0978782176971436,0.0
1.1006159782409668,0.0
1.1033538579940796,0.0
1.1060917377471924,0.0
1.1088296175003052,0.0
1.1115673780441284,0.0
1.1143052577972412,0.0
1.117043137550354,6.435171409709072e-06
1.12251877784729,0.0
1.1252566576004028,0.0
1.1279945373535156,0.0
1.1307324171066284,0.0
1.1334701776504517,0.0
1.1362080574035645,0.0
1.14168381690979,0.0
1.1444215774536133,0.0
1.147159457206726,0.0
1.1498973369598389,0.0
1.1526352167129517,0.0
1.155372977256775,0.0
1.1635866165161133,0.0
1.1663243770599363,0.0
1.169062256813049,0.0
1.171800136566162,0.0
1.174538016319275,0.0
1.1772758960723877,0.0
1.180013656616211,0.0
1.1827515363693235,0.0
1.1854894161224363,0.0
1.188227295875549,0.0
1.1909650564193726,0.0
1.1937029361724854,0.0
1.199178695678711,0.0
1.2019164562225342,6.4591433116841856e-06
1.204654335975647,0.0
1.2073922157287598,0.0
1.2101300954818726,0.0
1.2128678560256958,0.0
1.2156057357788086,0.0
1.2183436155319214,0.0
1.2210814952850342,0.0
1.2238192558288574,0.0
1.2265571355819702,0.0
1.229295015335083,6.469246624458664e-06
1.2320328950881958,0.0
1.2402464151382446,0.0
1.2429842948913574,0.0
1.2457220554351809,0.0
1.2484599351882937,0.0
1.2511978149414062,0.0
1.259411334991455,0.0
1.262149214744568,0.0
1.2648870944976809,0.0
1.267624855041504,0.0
1.2703627347946167,0.0
1.2731006145477295,6.484656220373977e-06
1.2758384943008425,0.0
1.278576374053955,0.0
1.2813141345977783,0.0
1.2840520143508911,0.0
1.286789894104004,0.0
1.2895277738571167,0.0
1.29226553440094,0.0
1.2950034141540527,0.0
1.2977412939071655,0.0
1.3004791736602783,0.0
1.3032169342041016,0.0
1.3059548139572144,0.0
1.3086926937103271,0.0
1.3141683340072632,0.0
1.316906213760376,0.0
1.3196440935134888,0.0
1.3223819732666016,0.0
1.3251197338104248,0.0
1.3278576135635376,6.5036717577642965e-06
1.3305954933166504,0.0
1.3333333730697632,0.0
1.3360711336135864,0.0
1.3388090133666992,0.0
1.341546893119812,0.0
1.3442847728729248,0.0
1.347022533416748,0.0
1.3497604131698608,6.5124702111844215e-06
1.3524982929229736,0.0
1.3552361726760864,0.0
1.3579739332199097,0.0
1.3607118129730225,0.0
1.3634496927261353,0.0
1.366187572479248,0.0
1.3689254522323608,0.0
1.371663212776184,0.0
1.3744010925292969,0.0
1.3771389722824097,0.0
1.3798768520355225,0.0
1.3826146125793457,0.0
1.3853524923324585,0.0
1.3880903720855713,0.0
1.390828251838684,0.0
1.393566012382507,0.0
1.39630389213562,0.0
1.399041771888733,0.0
1.4017796516418457,0.0
1.404517412185669,0.0
1.4072552919387815,0.0
1.4099931716918943,0.0
1.412731051445007,0.0
1.4154688119888306,0.0
1.4182066917419434,0.0
1.4209445714950562,0.0
1.423682451248169,0.0
1.4264202117919922,0.0
1.429158091545105,0.0
1.4318959712982178,0.0
1.4346338510513306,0.0
1.4373716115951538,0.0
1.4401094913482666,0.0
1.4428473711013794,0.0
1.4510608911514282,6.5500225220185375e-06
1.453798770904541,0.0
1.4565366506576538,0.0
1.459274411201477,0.0
1.4620122909545898,0.0
1.4647501707077026,0.0
1.4674880504608154,0.0
1.4702259302139282,0.0
1.4729636907577517,0.0
1.4757015705108645,0.0
1.478439450263977,0.0
1.4811773300170898,0.0
1.483915090560913,0.0
1.486652970314026,0.0
1.489390850067139,0.0
1.4921287298202517,0.0
1.4948664903640747,0.0
1.4976043701171875,0.0
1.5003422498703003,0.0
1.5085557699203491,0.0
1.511293649673462,0.0
1.5140315294265747,0.0
1.516769289970398,0.0
1.5195071697235107,0.0
1.5222450494766235,0.0
1.5249829292297363,0.0
1.5277206897735596,0.0
1.5304585695266724,0.0
1.5331964492797852,0.0
1.535934329032898,0.0
1.5386720895767212,0.0
1.5441478490829468,0.0
1.5468857288360596,0.0
1.5496234893798828,6.585900169487562e-06
1.5523613691329956,0.0
1.5550992488861084,0.0
1.5578371286392212,0.0
1.5605748891830444,0.0
1.56605064868927,0.0
1.5687885284423828,0.0
1.5715264081954956,0.0
1.5742641687393188,0.0
1.5770020484924316,0.0
1.5797399282455444,0.0
1.5852155685424805,0.0
1.5879534482955933,0.0
1.590691328048706,0.0
1.5934292078018188,0.0
1.596166968345642,0.0
1.5989048480987549,0.0
1.6016427278518677,0.0
1.6043806076049805,0.0
1.6071183681488037,0.0
1.6098562479019165,0.0
1.6125941276550293,0.0
1.615332007408142,0.0
1.620807647705078,0.0
1.623545527458191,0.0
1.6262834072113037,0.0
1.629021167755127,0.0
1.6317590475082395,0.0
1.6344969272613523,0.0
1.637234807014465,0.0
1.6427104473114014,0.0
1.6454483270645142,0.0
1.648186206817627,0.0
1.6509239673614502,0.0
1.653661847114563,0.0
1.6563997268676758,0.0
1.6591376066207886,0.0
1.6618754863739014,0.0
1.6646132469177246,0.0
1.6673511266708374,0.0
1.6700890064239502,0.0
1.672826886177063,0.0
1.6755646467208862,0.0
1.678302526473999,0.0
1.6810404062271118,0.0
1.6837782859802246,0.0
1.686516046524048,0.0
1.6892539262771606,0.0
1.6919918060302734,0.0
1.6947296857833862,0.0
1.6974674463272097,0.0
1.7002053260803225,0.0
1.702943205833435,0.0
1.705681085586548,0.0
1.708418846130371,0.0
1.711156725883484,0.0
1.7166324853897097,0.0
1.7193702459335327,0.0
1.7221081256866455,0.0
1.7248460054397583,0.0
1.727583885192871,0.0
1.7303216457366943,0.0
1.7330595254898071,0.0
1.73579740524292,0.0
1.7385352849960327,0.0
1.741273045539856,0.0
1.7440109252929688,0.0
1.7467488050460815,0.0
1.7494866847991943,0.0
1.7522244453430176,0.0
1.7549623250961304,0.0
1.7577002048492432,0.0
1.760438084602356,0.0
1.7631759643554688,0.0
1.765913724899292,0.0
1.7686516046524048,0.0
1.7741273641586304,0.0
1.7768651247024536,0.0
1.7796030044555664,0.0
1.7823408842086792,0.0
1.785078763961792,0.0
1.7878165245056152,0.0
1.790554404258728,0.0
1.7932922840118408,0.0
1.7960301637649536,0.0
1.7987679243087769,0.0
1.8015058040618896,0.0
1.8042436838150024,0.0
1.8069815635681152,0.0
1.8124572038650513,0.0
1.815195083618164,0.0
1.8179329633712769,0.0
1.8206707239151,0.0
1.823408603668213,0.0
1.8261464834213257,0.0
1.8288843631744385,0.0
1.8316221237182615,0.0
1.8343600034713743,0.0
1.8370978832244873,0.0
1.8398357629776,0.0
1.8425735235214231,0.0
1.845311403274536,0.0
1.8507871627807615,0.0
1.853524923324585,0.0
1.8562628030776975,0.0
1.8590006828308103,0.0
1.8617385625839231,0.0
1.864476442337036,0.0
1.869952082633972,0.0
1.872689962387085,0.0
1.8754278421401975,0.0
1.878165602684021,0.0
1.8809034824371336,0.0
1.8836413621902464,0.0
1.8863792419433592,0.0
1.8918548822402952,0.0
1.894592761993408,0.0
1.897330641746521,6.698204131407561e-06
1.900068402290344,0.0
1.902806282043457,0.0
1.9055441617965696,0.0
1.9082820415496824,0.0
1.911019802093506,0.0
1.9137576818466189,0.0
1.9164955615997312,0.0
1.919233441352844,0.0
1.9219712018966677,0.0
1.9247090816497805,0.0
1.927446961402893,0.0
1.930184841156006,0.0
1.932922601699829,0.0
1.935660481452942,0.0
1.938398361206055,0.0
1.9411362409591677,0.0
1.9466118812561035,0.0
1.9493497610092163,0.0
1.952087640762329,0.0
1.954825520515442,0.0
1.9575632810592651,0.0
1.960301160812378,0.0
1.9657769203186035,0.0
1.9685146808624268,0.0
1.9712525606155396,0.0
1.9739904403686523,0.0
1.9767283201217651,0.0
1.9794660806655884,0.0
1.984941840171814,0.0
1.9876797199249268,0.0
1.99041748046875,0.0
1.9931553602218628,0.0
1.9958932399749756,0.0
1.9986311197280884,0.0
2.0068445205688477,0.0
2.0123202800750732,0.0
2.0150582790374756,0.0
2.017796039581299,0.0
2.0260095596313477,0.0
2.028747320175171,0.0
2.0314853191375732,0.0
2.0342230796813965,0.0
2.036961078643799,0.0
2.039698839187622,0.0
2.0424365997314453,0.0
2.0451745986938477,0.0
2.047912359237671,0.0
2.0506503582000732,0.0
2.0533881187438965,0.0
2.0561258792877197,0.0
2.058863878250122,0.0
2.0616016387939453,0.0
2.064339399337769,0.0
2.067077398300171,0.0
2.069815158843994,0.0
2.0725531578063965,0.0
2.0752909183502197,0.0
2.078028678894043,0.0
2.0807666778564453,0.0
2.083504438400269,0.0
2.086242198944092,0.0
2.088980197906494,0.0
2.0917179584503174,0.0
2.0944559574127197,0.0
2.097193717956543,0.0
2.099931478500366,0.0
2.102669477462769,0.0
2.105407238006592,0.0
2.108144998550415,0.0
2.1108829975128174,0.0
2.1136207580566406,0.0
2.116358757019043,0.0
2.1218342781066895,0.0
2.124572277069092,0.0
2.127310037612915,0.0
2.1300477981567383,0.0
2.1327857971191406,0.0
2.1409993171691895,0.0
2.1437370777130127,0.0
2.146475076675415,0.0
2.1492128372192383,0.0
2.1519508361816406,0.0
2.154688596725464,0.0
2.1601643562316895,0.0
2.1629021167755127,0.0
2.165639877319336,0.0
2.1683778762817383,0.0
2.1711156368255615,0.0
2.173853635787964,0.0
2.176591396331787,0.0
2.1793291568756104,0.0
2.1820671558380127,0.0
2.184804916381836,0.0
2.187542676925659,0.0
2.1902806758880615,0.0
2.195756435394287,0.0
2.1984941959381104,0.0
2.2012319564819336,0.0
2.203969955444336,0.0
2.206707715988159,0.0
2.2094454765319824,0.0
2.2176592350006104,0.0
2.2203969955444336,0.0
2.223134756088257,0.0
2.225872755050659,0.0
2.2286105155944824,0.0
2.234086275100708,0.0
2.2368240356445312,0.0
2.2395620346069336,0.0
2.242299795150757,0.0
2.24503755569458,0.0
2.2477755546569824,0.0
2.253251314163208,0.0
2.2559890747070312,0.0
2.2587268352508545,0.0
2.261464834213257,0.0
2.26420259475708,0.0
2.2669403553009033,0.0
2.2696783542633057,6.8305245343835945e-06
2.272416114807129,0.0
2.2751541137695312,0.0
2.2778918743133545,0.0
2.2806296348571777,6.83361620708205e-06
2.28336763381958,0.0
2.2861053943634033,0.0
2.2888431549072266,0.0
2.294318914413452,0.0
2.2970569133758545,0.0
2.2997946739196777,0.0
2.302532434463501,0.0
2.3052704334259033,0.0
2.3080081939697266,0.0
2.31074595451355,0.0
2.313483953475952,0.0
2.3162217140197754,0.0
2.3189597129821777,0.0
2.321697473526001,0.0
2.324435234069824,0.0
2.32991099357605,0.0
2.332648754119873,0.0
2.3353867530822754,0.0
2.338124513626098,0.0
2.340862512588501,0.0
2.343600273132324,0.0
2.34907603263855,0.0
2.351813793182373,0.0
2.3545517921447754,0.0
2.357289552688598,6.864378928742857e-06
2.360027313232422,0.0
2.362765312194824,0.0
2.3655030727386475,0.0
2.3682408332824707,0.0
2.370978832244873,0.0
2.3737165927886963,0.0
2.376454591751098,6.872548224024052e-06
2.379192352294922,0.0
2.381930112838745,0.0
2.390143632888794,0.0
2.3928816318511963,0.0
2.3956193923950195,0.0
2.398357391357422,0.0
2.401095151901245,0.0
2.4038329124450684,0.0
2.4065709114074707,0.0
2.409308671951294,0.0
2.412046432495117,0.0
2.4147844314575195,0.0
2.4175221920013428,0.0
2.420260190963745,0.0
2.4257357120513916,0.0
2.428473711013794,0.0
2.431211471557617,0.0
2.4339492321014404,0.0
2.4366872310638428,0.0
2.439424991607666,0.0
2.4449007511138916,0.0
2.447638511657715,0.0
2.450376510620117,0.0
2.4531142711639404,0.0
2.4558522701263428,0.0
2.458590030670166,0.0
2.4613277912139893,0.0
2.466803550720215,0.0
2.469541311264038,0.0
2.4722793102264404,0.0
2.4750170707702637,0.0
2.477755069732666,0.0
2.4804928302764893,0.0
2.485968589782715,0.0
2.488706350326538,0.0
2.4914441108703613,0.0
2.4941821098327637,0.0
2.496919870376587,0.0
2.5023956298828125,0.0
2.5051333904266357,0.0
2.507871389389038,0.0
2.5106091499328613,0.0
2.513346910476685,0.0
2.516084909439087,0.0
2.51882266998291,0.0
2.5215606689453125,0.0
2.5242984294891357,0.0
2.527036190032959,0.0
2.5297741889953613,0.0
2.532511949539185,0.0
2.535249710083008,0.0
2.5407254695892334,0.0
2.5434634685516357,6.936699761261861e-06
2.546201229095459,0.0
2.5489389896392822,6.938724465802967e-06
2.551676988601685,0.0
2.554414749145508,0.0
2.55715274810791,0.0
2.5626282691955566,0.0
2.565366268157959,0.0
2.5681040287017822,0.0
2.5708417892456055,0.0
2.573579788208008,0.0
2.576317548751831,0.0
2.5790555477142334,0.0
2.5817933082580566,0.0
2.58453106880188,0.0
2.5872690677642822,0.0
2.5900068283081055,0.0
2.5927445888519287,0.0
2.595482587814331,0.0
2.5982203483581543,0.0
2.6009583473205566,0.0
2.60369610786438,0.0
2.606433868408203,0.0
2.6091718673706055,0.0
2.6119096279144287,0.0
2.614647388458252,0.0
2.6173853874206543,0.0
2.6201231479644775,0.0
2.62286114692688,0.0
2.625598907470703,0.0
2.6283366680145264,0.0
2.6310746669769287,0.0
2.633812427520752,0.0
2.6365504264831543,0.0
2.6392881870269775,0.0
2.642025947570801,0.0
2.644763946533203,0.0
2.6475017070770264,0.0
2.6502394676208496,0.0
2.652977466583252,0.0
2.655715227127075,0.0
2.6584532260894775,0.0
2.661190986633301,0.0
2.663928747177124,0.0
2.6666667461395264,0.0
2.6694045066833496,0.0
2.672142267227173,0.0
2.674880266189575,0.0
2.6776180267333984,0.0
2.680356025695801,0.0
2.683093786239624,0.0
2.6858315467834473,0.0
2.6885695457458496,0.0
2.691307306289673,0.0
2.694045066833496,0.0
2.6967830657958984,0.0
2.6995208263397217,0.0
2.702258825302124,0.0
2.7049965858459473,0.0
2.7077343463897705,0.0
2.713210105895996,0.0
2.7159478664398193,0.0
2.7186858654022217,0.0
2.721423625946045,0.0
2.7241616249084473,0.0
2.7268993854522705,0.0
2.7296371459960938,0.0
2.732375144958496,0.0
2.7351129055023193,0.0
2.7378509044647217,0.0
2.740588665008545,0.0
2.743326425552368,0.0
2.7460644245147705,0.0
2.751539945602417,7.0161000126243904e-06
2.7542779445648193,0.0
2.7570157051086426,0.0
2.759753704071045,0.0
2.762491464614868,0.0
2.7652292251586914,0.0
2.7679672241210938,7.0248162179320665e-06
2.770704984664917,0.0
2.77344274520874,7.026215611789909e-06
2.7761807441711426,0.0
2.778918504714966,0.0
2.781656503677368,0.0
2.7843942642211914,0.0
2.787132024765014,0.0
2.789870023727417,0.0
2.79260778427124,0.0
2.7953455448150635,0.0
2.798083543777466,0.0
2.800821304321289,0.0
2.8035593032836914,0.0
2.809034824371338,0.0
2.81177282333374,0.0
2.8145105838775635,0.0
2.8172483444213867,0.0
2.819986343383789,0.0
2.8227241039276123,0.0
2.825462102890014,0.0
2.828199863433838,0.0
2.830937623977661,0.0
2.8336756229400635,0.0
2.8364133834838867,0.0
2.839151382446289,0.0
2.8418891429901123,0.0
2.8446269035339355,0.0
2.850102663040161,0.0
2.8528404235839844,0.0
2.8555784225463867,0.0
2.85831618309021,0.0
2.8610541820526123,0.0
2.8637919425964355,0.0
2.866529703140259,0.0
2.869267702102661,0.0
2.8720054626464844,0.0
2.8747432231903076,0.0
2.87748122215271,0.0
2.880218982696533,0.0
2.8829569816589355,0.0
2.885694742202759,0.0
2.888432502746582,0.0
2.8911705017089844,0.0
2.8939082622528076,7.07204603542358e-06
2.896646022796631,0.0
2.899384021759033,0.0
2.9021217823028564,0.0
2.907597541809082,0.0
2.9103353023529053,0.0
2.9130733013153076,0.0
2.915811061859131,0.0
2.918548822402954,0.0
2.926762580871582,0.0
2.9295003414154053,0.0
2.9322381019592285,0.0
2.934976100921631,0.0
2.937713861465454,0.0
2.9404518604278564,0.0
2.9431896209716797,0.0
2.945927381515503,0.0
2.9486653804779053,0.0
2.9514031410217285,0.0
2.954140901565552,0.0
2.956878900527954,0.0
2.9596166610717773,0.0
2.9623546600341797,0.0
2.965092420578003,7.097047964799256e-06
2.967830181121826,0.0
2.9705681800842285,0.0
2.973305940628052,0.0
2.976043701171875,0.0
2.9787817001342773,0.0
2.9815194606781006,0.0
2.984257459640503,0.0
2.986995220184326,0.0
2.9897329807281494,0.0
2.992470979690552,0.0
2.995208740234375,0.0
2.9979465007781982,7.116040048637579e-06
3.0006844997406006,0.0
3.003422260284424,0.0
3.006160259246826,0.0
3.0088980197906494,0.0
3.0116357803344727,0.0
3.014373779296875,0.0
3.0171115398406982,0.0
3.0198493003845215,0.0
3.022587299346924,0.0
3.025325059890747,0.0
3.0280630588531494,0.0
3.0308008193969727,0.0
3.033538579940796,0.0
3.0362765789031982,0.0
3.0390143394470215,0.0
3.041752338409424,0.0
3.044490098953247,0.0
3.0472278594970703,0.0
3.0499658584594727,0.0
3.052703619003296,0.0
3.0581793785095215,0.0
3.0609171390533447,0.0
3.063655138015747,0.0
3.0663928985595703,0.0
3.0691306591033936,0.0
3.071868658065796,0.0
3.074606418609619,0.0
3.0800821781158447,0.0
3.082819938659668,0.0
3.0855579376220703,0.0
3.0882956981658936,0.0
3.091033458709717,0.0
3.093771457672119,0.0
3.0965092182159424,0.0
3.0992469787597656,0.0
3.101984977722168,0.0
3.104722738265991,0.0
3.1074607372283936,0.0
3.110198497772217,0.0
3.1156742572784424,0.0
3.1184120178222656,0.0
3.121149778366089,0.0
3.123887777328491,0.0
3.1266255378723145,0.0
3.129363536834717,0.0
3.1348390579223633,0.0
3.1375770568847656,0.0
3.140314817428589,0.0
3.143052816390991,0.0
3.1457905769348145,0.0
3.1485283374786377,0.0
3.15126633644104,0.0
3.1540040969848633,0.0
3.1567418575286865,0.0
3.159479856491089,0.0
3.162217617034912,0.0
3.1649556159973145,0.0
3.1676933765411377,0.0
3.1731691360473633,0.0
3.1759068965911865,0.0
3.1786446571350098,0.0
3.181382656097412,0.0
3.1841204166412354,0.0
3.1868584156036377,0.0
3.189596176147461,0.0
3.192333936691284,7.1907930668210145e-06
3.1950719356536865,0.0
3.1978096961975098,0.0
3.200547456741333,0.0
3.2032854557037354,0.0
3.2060232162475586,0.0
3.208761215209961,0.0
3.211498975753784,0.0
3.2142367362976074,0.0
3.2169747352600098,0.0
3.219712495803833,0.0
3.2224504947662354,0.0
3.2251882553100586,0.0
3.230664014816284,0.0
3.2334017753601074,0.0
3.2361395359039307,0.0
3.238877534866333,0.0
3.241615295410156,0.0
3.2443532943725586,0.0
3.247091054916382,0.0
3.2525668144226074,0.0
3.2553045749664307,0.0
3.258042335510254,0.0
