,Donor,HealthyNondonor,NotSoHealthyNondonor
-2.208167661966045,0.9996258487684279,0.9995728093131631,0.9930442308495335
-2.207593922628305,0.9996154555406035,0.9995728093131631,0.9929199993827725
-2.2070201832905645,0.9996154555406035,0.9995728093131631,0.9926715519927558
-2.205298965277344,0.9996050623127792,0.9995728093131631,0.9926715519927558
-2.2047252259396037,0.9996050623127792,0.9995728093131631,0.9925473205240496
-2.203577747264123,0.9996050623127792,0.9995728093131631,0.9924230890553434
-2.2030040079263826,0.9996050623127792,0.9995728093131631,0.9922988575866373
-2.2024302685886425,0.9996050623127792,0.9995728093131631,0.9921746261179311
-2.1995615718999413,0.9996050623127792,0.9995728093131631,0.992050394649225
-2.1978403538867206,0.9996050623127792,0.9995728093131631,0.9919261631805188
-2.19726661454898,0.9996050623127792,0.9995728093131631,0.9916777158021859
-2.19669287521124,0.9996050623127792,0.9995728093131631,0.9915534843315307
-2.1949716571980193,0.9995946690849549,0.9995728093131631,0.991305036955148
-2.1943979178602793,0.9995946690849549,0.9995728093131631,0.9911808054825423
-2.1932504391847987,0.9995946690849549,0.9994660116414539,0.9911808054825423
-2.191529221171578,0.9995738827373691,0.9994660116414539,0.9911808054825423
-2.190955481833838,0.9995738827373691,0.9994660116414539,0.9909323581081113
-2.1903817424960974,0.9995738827373691,0.9994660116414539,0.9906839107336807
-2.1886605244828763,0.9995634895095437,0.9994660116414539,0.9906839107336807
-2.1875130458073957,0.9995634895095437,0.9994660116414539,0.9906839107336807
-2.186939306469656,0.9995634895095437,0.9994660116414539,0.9905596636766248
-2.1863655671319155,0.9995634895095437,0.9994660116414539,0.9901869692568634
-2.1857918277941755,0.9995634895095437,0.9994660116414539,0.9900627221939414
-2.185218088456435,0.9995634895095437,0.9994660116414539,0.9899384751310193
-2.1829231311054738,0.9995634895095437,0.9994660116414539,0.9898142280680973
-2.1817756524299936,0.9995530962817182,0.9994660116414539,0.9898142280680973
-2.1812019130922535,0.9995530962817182,0.9994660116414539,0.9896899810051752
-2.180628173754513,0.9995427030538927,0.9994660116414539,0.9896899810051752
-2.180054434416773,0.9995427030538927,0.9994660116414539,0.9893172866089006
-2.1771857377280717,0.9995427030538927,0.9994660116414539,0.9890688080753309
-2.176038259052591,0.9995427030538927,0.9993592139697447,0.9888203295417617
-2.175464519714851,0.9995427030538927,0.9993592139697447,0.9886960824690418
-2.1748907803771105,0.9995323098260672,0.9993592139697447,0.988571835396322
-2.1743170410393704,0.9995323098260672,0.9993592139697447,0.9884475883236022
-2.17374330170163,0.9995323098260672,0.9993592139697447,0.9883233412508825
-2.17316956236389,0.9995323098260672,0.9993592139697447,0.9880748627251642
-2.1725958230261497,0.9995323098260672,0.9993592139697447,0.9879506156504804
-2.172022083688409,0.9995323098260672,0.9993592139697447,0.9878263685757966
-2.171448344350669,0.9995323098260672,0.9993592139697447,0.9877021215011128
-2.1708746050129286,0.9995323098260672,0.9993592139697447,0.9875778744264291
-2.169727126337448,0.9995323098260672,0.9993592139697447,0.9875778744264291
-2.169153386999708,0.9995323098260672,0.9993592139697447,0.9874536117182663
-2.1674321689864873,0.9995323098260672,0.9993592139697447,0.9873293490101036
-2.166858429648747,0.9995323098260672,0.9993592139697447,0.9872050863019409
-2.1662846903110067,0.9995323098260672,0.9993592139697447,0.9870808235937782
-2.1657109509732666,0.9995323098260672,0.9993592139697447,0.9869565608856156
-2.164563472297786,0.9995323098260672,0.9993592139697447,0.9868322981774529
-2.1628422542845653,0.9995323098260672,0.9993592139697447,0.9867080354692903
-2.1616947756090847,0.9995323098260672,0.9993592139697447,0.9865837727611277
-2.1611210362713447,0.9995323098260672,0.9993592139697447,0.9864595100529652
-2.160547296933604,0.9995323098260672,0.9993592139697447,0.9863352473448026
-2.159399818258124,0.9995219165982417,0.9992524162980355,0.9863352473448026
-2.1582523395826434,0.9995219165982417,0.9992524162980355,0.9860867375836219
-2.157678600244903,0.9995219165982417,0.9992524162980355,0.9859624748734865
-2.1565311215694223,0.9995219165982417,0.9992524162980355,0.9858382121633512
-2.155957382231682,0.9995219165982417,0.9992524162980355,0.985713949453216
-2.1553836428939417,0.9995219165982417,0.9992524162980355,0.9855896867430808
-2.1542361642184615,0.9995219165982417,0.9992524162980355,0.9854654240329456
-2.152514946205241,0.9995219165982417,0.9992524162980355,0.9853411613228104
-2.1519412068675003,0.9995219165982417,0.9992524162980355,0.9852168986126753
-2.1507937281920197,0.9995219165982417,0.9992524162980355,0.9852168986126753
-2.1490725101787995,0.9995219165982417,0.9992524162980355,0.9850926202276477
-2.148498770841059,0.9995219165982417,0.9992524162980355,0.98484407913644
-2.147925031503319,0.9995219165982417,0.9992524162980355,0.984719800749434
-2.1450563348146177,0.9995115233704163,0.9992524162980355,0.984595522362428
-2.143335116801397,0.9995115233704163,0.9992524162980355,0.9843469499016523
-2.1427613774636565,0.9995115233704163,0.9992524162980355,0.9839741147505389
-2.139318941437215,0.9995115233704163,0.9991456186263263,0.9839741147505389
-2.137597723423994,0.9995115233704163,0.9991456186263263,0.9837255422838174
-2.137023984086254,0.9995115233704163,0.9991456186263263,0.9837255422838174
-2.135876505410774,0.9995011301425909,0.9991456186263263,0.9836012324915668
-2.1341552873975527,0.9994907369147654,0.9991456186263263,0.9834769226993163
-2.1335815480598126,0.9994907369147654,0.9991456186263263,0.9833526129070658
-2.131860330046592,0.9994907369147654,0.9991456186263263,0.9832283031148153
-2.131286590708852,0.9994907369147654,0.9991456186263263,0.9831039933225648
-2.1301391120333713,0.9994907369147654,0.9990388209546173,0.9831039933225648
-2.1289916333578907,0.9994907369147654,0.9990388209546173,0.9826068484566396
-2.12727041534467,0.9994803436869399,0.9990388209546173,0.9826068484566396
-2.125549197331449,0.9994803436869399,0.9990388209546173,0.9824825386524589
-2.124975457993709,0.9994803436869399,0.9990388209546173,0.9823582288482783
-2.1244017186559683,0.9994803436869399,0.9990388209546173,0.9822339190440977
-2.123254239980488,0.9994803436869399,0.9990388209546173,0.9821096092399171
-2.120385543291787,0.9994699504591145,0.9990388209546173,0.9821096092399171
-2.1198118039540463,0.9994699504591145,0.9989320232829081,0.9819852994357365
-2.118090585940826,0.9994699504591145,0.9989320232829081,0.9817366955637896
-2.1175168466030856,0.999459557231289,0.9988252256111989,0.9817366955637896
-2.1169431072653455,0.999459557231289,0.9988252256111989,0.9816123857576166
-2.116369367927605,0.999459557231289,0.9988252256111989,0.9812394563430853
-2.115795628589865,0.9994491640034635,0.9987184279394898,0.9812394563430853
-2.1152218892521244,0.999438770775638,0.9987184279394898,0.9812394563430853
-2.1146481499143843,0.999438770775638,0.9987184279394898,0.9809908209823626
-2.113500671238904,0.999438770775638,0.9987184279394898,0.9808664954238213
-2.1129269319011637,0.9994283775478126,0.9987184279394898,0.9808664954238213
-2.1123531925634236,0.9994179843199871,0.9987184279394898,0.9808664954238213
-2.111779453225683,0.9994179843199871,0.9987184279394898,0.9807421698652802
-2.110058235212462,0.9994179843199871,0.9986116302677808,0.9807421698652802
-2.109484495874722,0.9994179843199871,0.9986116302677808,0.9804935345085527
-2.107763277861501,0.9994179843199871,0.9985048325960716,0.9804935345085527
-2.1066157991860206,0.9994179843199871,0.9985048325960716,0.9804935345085527
-2.1048945811728,0.9994075910921616,0.9985048325960716,0.980369177411312
-2.10432084183506,0.9994075910921616,0.9985048325960716,0.9802448203140713
-2.102599623821839,0.9994075910921616,0.9985048325960716,0.9801204632168307
-2.1014521451463586,0.9994075910921616,0.9983980349243625,0.9801204632168307
-2.100878405808618,0.9993971978643361,0.9983980349243625,0.9801204632168307
-2.100304666470878,0.9993868046365108,0.9983980349243625,0.9799961061195901
-2.099157187795398,0.9993868046365108,0.9983980349243625,0.9798717490223495
-2.0985834484576573,0.9993868046365108,0.9983980349243625,0.979747391925109
-2.098009709119917,0.9993868046365108,0.9983980349243625,0.9793743679844702
-2.0974359697821767,0.9993764114086853,0.9983980349243625,0.9793743679844702
-2.0968622304444366,0.9993764114086853,0.9983980349243625,0.9792500108812172
-2.096288491106696,0.9993660181808598,0.998184451004988,0.9791256537779643
-2.095714751768956,0.9993660181808598,0.998184451004988,0.9790012966747115
-2.0939935337557354,0.9993660181808598,0.998184451004988,0.9788769395714586
-2.0922723157425143,0.9993660181808598,0.998184451004988,0.9787525824682057
-2.091698576404774,0.9993660181808598,0.998184451004988,0.9786282253649529
-2.091124837067034,0.9993660181808598,0.998184451004988,0.9785038682617001
-2.0899773583915535,0.9993660181808598,0.998184451004988,0.9785038682617001
-2.088829879716073,0.9993660181808598,0.998184451004988,0.9781307969559597
-2.088256140378333,0.9993660181808598,0.998184451004988,0.978006424040245
-2.0871086617028523,0.9993660181808598,0.998184451004988,0.9778820511245303
-2.086534922365112,0.9993660181808598,0.998184451004988,0.9777576782088158
-2.085961183027372,0.9993660181808598,0.998184451004988,0.9776333052931011
-2.0848137043518915,0.9993660181808598,0.998184451004988,0.9775089323773866
-2.083666225676411,0.9993556247368544,0.998184451004988,0.9771358611018278
-2.0830924863386704,0.9993556247368544,0.9980776533320567,0.9771358611018278
-2.08251874700093,0.9993556247368544,0.9980776533320567,0.977011488180071
-2.0807975289877096,0.9993556247368544,0.9980776533320567,0.9768871152583142
-2.080223789649969,0.999345231292849,0.9980776533320567,0.9768871152583142
-2.079650050312229,0.999345231292849,0.9979708556591254,0.9767627423365575
-2.0790763109744885,0.999345231292849,0.9979708556591254,0.9766383694148006
-2.0785025716367485,0.999345231292849,0.9979708556591254,0.9765139964930439
-2.0762076142857877,0.999345231292849,0.9979708556591254,0.9762652664901879
-2.075633874948047,0.999345231292849,0.9979708556591254,0.9760165364873321
-2.075060135610307,0.999345231292849,0.9979708556591254,0.9757678064844768
-2.0739126569348265,0.999345231292849,0.9979708556591254,0.9756434335566629
-2.072765178259346,0.999345231292849,0.997864057986194,0.9753947035558289
-2.0716176995838658,0.999345231292849,0.9977572603132627,0.9753947035558289
-2.070470220908385,0.999345231292849,0.9976504626403314,0.9751459735549951
-2.068749002895164,0.999345231292849,0.9976504626403314,0.9750216006231371
-2.068175263557424,0.999345231292849,0.9976504626403314,0.9747728706243272
-2.067601524219684,0.999345231292849,0.9976504626403314,0.9746484818194652
-2.0653065668687227,0.999345231292849,0.9976504626403314,0.9745240930146031
-2.064732827530982,0.999345231292849,0.9976504626403314,0.9742753312819363
-2.063585348855502,0.999345231292849,0.9976504626403314,0.9741509424750472
-2.0624378701800214,0.999345231292849,0.9976504626403314,0.9739021807444087
-2.0618641308422814,0.999345231292849,0.9976504626403314,0.9736534190137704
-2.061290391504541,0.9993244445129327,0.9976504626403314,0.9736534190137704
-2.05899543415358,0.9993244445129327,0.9976504626403314,0.9735290143095362
-2.0555529981271383,0.9993244445129327,0.9976504626403314,0.9732802207984168
-2.054405519451658,0.9993244445129327,0.9976504626403314,0.9730314272872976
-2.053831780113918,0.9993244445129327,0.9976504626403314,0.9729070225789985
-2.0532580407761776,0.9993244445129327,0.9976504626403314,0.9726582290699136
-2.0515368227629565,0.9993244445129327,0.9976504626403314,0.9725338243595799
-2.0509630834252164,0.9993244445129327,0.9976504626403314,0.9724094196492463
-2.0492418654119957,0.9993244445129327,0.9976504626403314,0.9722850149389126
-2.0486681260742556,0.9993140510689261,0.9976504626403314,0.9722850149389126
-2.047520647398775,0.9993140510689261,0.9976504626403314,0.972160610228579
-2.0463731687232944,0.9993140510689261,0.9976504626403314,0.9720362055182454
-2.0452256900478143,0.9993140510689261,0.9975436649674001,0.9720362055182454
-2.0440782113723337,0.9993140510689261,0.9975436649674001,0.9717874120193433
-2.043504472034593,0.9993140510689261,0.9975436649674001,0.9717874120193433
-2.0423569933591126,0.9993140510689261,0.9975436649674001,0.9716629913790907
-2.041209514683632,0.9993140510689261,0.9975436649674001,0.9715385707388383
-2.040635775345892,0.9993140510689261,0.9974368672944689,0.9715385707388383
-2.040062036008152,0.9993140510689261,0.9974368672944689,0.9714141500985859
-2.0389145573326712,0.9993140510689261,0.9974368672944689,0.9712897294583336
-2.038340817994931,0.9993140510689261,0.9974368672944689,0.9711653088180812
-2.0377670786571906,0.9993140510689261,0.9974368672944689,0.9711653088180812
-2.0371933393194506,0.9993140510689261,0.9974368672944689,0.9706676581454899
-2.03547212130623,0.9993140510689261,0.9974368672944689,0.9705432215508081
-2.03489838196849,0.9993140510689261,0.9973300696215376,0.9704187849561262
-2.033750903293009,0.9993140510689261,0.9973300696215376,0.9702943483614443
-2.0331771639552687,0.9993140510689261,0.9973300696215376,0.9701699117667625
-2.031455945942048,0.9993140510689261,0.9973300696215376,0.9700454751720807
-2.030882206604308,0.9993140510689261,0.9973300696215376,0.969921038577399
-2.0303084672665674,0.9993140510689261,0.9972232719486064,0.969921038577399
-2.0297347279288274,0.9993140510689261,0.9972232719486064,0.9695477766853056
-2.029160988591087,0.9993140510689261,0.9972232719486064,0.9694233400844772
-2.0285872492533468,0.9993140510689261,0.9972232719486064,0.9694233400844772
-2.0280135099156062,0.9993140510689261,0.9972232719486064,0.9691744509099562
-2.027439770577866,0.9993036576249197,0.9972232719486064,0.9691744509099562
-2.026866031240126,0.9993036576249197,0.9972232719486064,0.9690499983321613
-2.026292291902386,0.9993036576249197,0.9972232719486064,0.9689255457543664
-2.024571073889165,0.9993036576249197,0.9972232719486064,0.9688010931765715
-2.023997334551425,0.9993036576249197,0.9972232719486064,0.9686766405987767
-2.0234235952136843,0.9993036576249197,0.9972232719486064,0.9685521880209818
-2.0228498558759442,0.9993036576249197,0.9972232719486064,0.9684277354431869
-2.022276116538204,0.9993036576249197,0.9972232719486064,0.9683032828653921
-2.021702377200464,0.9993036576249197,0.9972232719486064,0.9680543937052498
-2.019981159187243,0.9992932641809131,0.9972232719486064,0.9679299411253988
-2.0188336805117624,0.9992932641809131,0.9972232719486064,0.9678054885455477
-2.0176862018362822,0.9992932641809131,0.9972232719486064,0.9676810359656965
-2.0171124624985417,0.9992932641809131,0.9972232719486064,0.9676810359656965
-2.0165387231608016,0.9992932641809131,0.9972232719486064,0.9675565673780535
-2.015964983823061,0.9992828707369066,0.9972232719486064,0.9675565673780535
-2.015391244485321,0.9992724772929001,0.9972232719486064,0.9673076462146779
-2.0136700264721,0.9992620838488936,0.9972232719486064,0.9671831776249745
-2.0130962871343603,0.9992516904048871,0.9972232719486064,0.9671831776249745
-2.0125225477966198,0.9992516904048871,0.9972232719486064,0.9671831776249745
-2.011375069121139,0.9992516904048871,0.9972232719486064,0.9670586930151168
-2.010801329783399,0.9992516904048871,0.9972232719486064,0.9669342084052591
-2.0102275904456586,0.9992516904048871,0.9971164742756751,0.9668097237954014
-2.009080111770178,0.9992516904048871,0.9971164742756751,0.9663118815181475
-2.0085063724324383,0.9992516904048871,0.9971164742756751,0.9660629283103226
-2.007932633094698,0.9992516904048871,0.9971164742756751,0.9659384436860106
-2.0073588937569573,0.9992516904048871,0.9971164742756751,0.9658139590616985
-2.0067851544192172,0.9992516904048871,0.9971164742756751,0.9656894744373865
-2.006211415081477,0.9992516904048871,0.9971164742756751,0.9655649898130746
-2.004490197068256,0.9992516904048871,0.9970096766027439,0.9655649898130746
-2.0039164577305164,0.9992516904048871,0.9970096766027439,0.9654405051887627
-2.003342718392776,0.9992412969608806,0.9970096766027439,0.9654405051887627
-2.0027689790550354,0.9992412969608806,0.9970096766027439,0.9651915519912798
-2.0021952397172953,0.9992412969608806,0.9970096766027439,0.9650670673648978
-2.0016215003795548,0.9992412969608806,0.9970096766027439,0.9649425827385157
-2.0010477610418147,0.9992412969608806,0.9970096766027439,0.9648180981121337
-2.000474021704074,0.999230903516874,0.9970096766027439,0.9646936134857518
-1.999900282366334,0.9992101167369679,0.9969028789298127,0.9645691288593697
-1.9993265430285936,0.9992101167369679,0.9969028789298127,0.9644446442329878
-1.9987528036908535,0.9992101167369679,0.9969028789298127,0.9643201596066059
-1.9981790643531132,0.9992101167369679,0.9969028789298127,0.9641956749802241
-1.9976053250153731,0.9991997232929603,0.9969028789298127,0.9640711903538421
-1.9964578463398925,0.9991997232929603,0.9969028789298127,0.9639467057274603
-1.9958841070021522,0.9991997232929603,0.9969028789298127,0.9638222211010784
-1.9953103676644122,0.9991893298489526,0.9969028789298127,0.9638222211010784
-1.9947366283266716,0.9991789364049449,0.9969028789298127,0.9638222211010784
-1.9941628889889316,0.9991789364049449,0.9969028789298127,0.9636977364746967
-1.9935891496511913,0.9991789364049449,0.9969028789298127,0.9635732518483149
-1.9912941923002303,0.9991789364049449,0.9969028789298127,0.9634487672219331
-1.9907204529624902,0.9991685429609374,0.9969028789298127,0.9633242665091488
-1.9901467136247497,0.9991581495169297,0.9969028789298127,0.9633242665091488
-1.9884254956115288,0.9991581495169297,0.9969028789298127,0.9631997657963646
-1.9878517562737887,0.9991581495169297,0.9969028789298127,0.9630752650835803
-1.9867042775983084,0.9991581495169297,0.9969028789298127,0.9628262797527327
-1.9855567989228278,0.9991581495169297,0.9969028789298127,0.9624528259027051
-1.9844093202473474,0.9991373627370291,0.9969028789298127,0.9624528259027051
-1.9838355809096069,0.9991373627370291,0.9969028789298127,0.9622038405656118
-1.9832618415718668,0.9991373627370291,0.9967960812568815,0.9620793398424154
-1.9826881022341265,0.9991373627370291,0.9967960812568815,0.961581433609597
-1.9821143628963864,0.9991373627370291,0.9967960812568815,0.9614569328738858
-1.9809668842209058,0.9991373627370291,0.9967960812568815,0.9613324321381744
-1.979245666207685,0.9991269692930204,0.9967960812568815,0.9612079314024632
-1.9780981875322046,0.9991269692930204,0.9967960812568815,0.961083430666752
-1.9775244481944645,0.9991269692930204,0.9967960812568815,0.9608344453234124
-1.976950708856724,0.9991269692930204,0.9967960812568815,0.9607099445856114
-1.9763769695189835,0.9991269692930204,0.9967960812568815,0.9605854438478105
-1.9758032301812436,0.9991269692930204,0.9967960812568815,0.9604609431100096
-1.9752294908435035,0.9991269692930204,0.9967960812568815,0.9603364423722087
-1.974655751505763,0.9991269692930204,0.9967960812568815,0.9602119416344078
-1.9735082728302824,0.9991269692930204,0.9967960812568815,0.9599629563015273
-1.972934533492542,0.9991165758490116,0.9967960812568815,0.9599629563015273
-1.9717870548170615,0.9991165758490116,0.9966892835839503,0.9598384555616329
-1.9706395761415811,0.9991165758490116,0.9965824859110191,0.9598384555616329
-1.970065836803841,0.9991165758490116,0.9965824859110191,0.9595894379328413
-1.9689183581283605,0.9991165758490116,0.9965824859110191,0.9594649210397529
-1.9683446187906202,0.9991165758490116,0.996475688238088,0.9593404041466644
-1.9671971401151396,0.9991165758490116,0.996475688238088,0.959215887253576
-1.9666234007773995,0.9991165758490116,0.996475688238088,0.9590913703604875
-1.9654759221019191,0.9991165758490116,0.996475688238088,0.9588423527400872
-1.9649021827641786,0.9991165758490116,0.996475688238088,0.9587178358448996
-1.9643284434264385,0.9991165758490116,0.996475688238088,0.9585933189497119
-1.9626072254132176,0.9991165758490116,0.996475688238088,0.9584688020545243
-1.9620334860754776,0.9991061824050028,0.996475688238088,0.9583442851593368
-1.9614597467377373,0.9991061824050028,0.996475688238088,0.9582197682641492
-1.9603122680622567,0.9991061824050028,0.996475688238088,0.9580952513689617
-1.9597385287245166,0.999095788960994,0.996475688238088,0.9580952513689617
-1.9585910500490358,0.9990853955169854,0.996475688238088,0.9580952513689617
-1.9568698320358153,0.9990853955169854,0.996475688238088,0.957721749229049
-1.9557223533603347,0.9990853955169854,0.996475688238088,0.9575972323275499
-1.9545748746848544,0.9990750020729766,0.9963688905651568,0.9573482147155539
-1.9528536566716335,0.9990750020729766,0.9963688905651568,0.9570991971035583
-1.9522799173338934,0.9990646086289678,0.9963688905651568,0.9569746801978465
-1.9511324386584128,0.9990542151849591,0.9963688905651568,0.9568501632921348
-1.9505586993206725,0.9990542151849591,0.9963688905651568,0.9567256463864231
-1.9482637419697115,0.9990542151849591,0.9963688905651568,0.9566011294807114
-1.9476900026319715,0.9990542151849591,0.9963688905651568,0.9563521118771507
-1.947116263294231,0.9990542151849591,0.9963688905651568,0.9561030942735905
-1.9465425239564909,0.9990542151849591,0.9963688905651568,0.9559785773636573
-1.9459687846187506,0.9990542151849591,0.9962620928922256,0.9559785773636573
-1.94482130594327,0.9990542151849591,0.9962620928922256,0.9558540604537241
-1.9442475666055299,0.9990334284050675,0.9962620928922256,0.9557295435437909
-1.9436738272677896,0.9990334284050675,0.9962620928922256,0.9554805259465694
-1.943100087930049,0.9990334284050675,0.9962620928922256,0.9553560090345222
-1.9419526092545685,0.9990334284050675,0.9962620928922256,0.955231492122475
-1.940805130579088,0.9990334284050675,0.9962620928922256,0.9551069752104279
-1.940231391241348,0.9990230349610576,0.9962620928922256,0.9551069752104279
-1.9390839125658677,0.9990230349610576,0.9962620928922256,0.9549824582983807
-1.9367889552149067,0.9990230349610576,0.9962620928922256,0.9548579413863336
-1.9362152158771662,0.9990230349610576,0.9962620928922256,0.9548579413863336
-1.935641476539426,0.9990230349610576,0.9962620928922256,0.9547334244742866
-1.9350677372016856,0.9990230349610576,0.9962620928922256,0.9546089075622395
-1.9339202585262052,0.9990230349610576,0.9962620928922256,0.9544843906501924
-1.9321990405129845,0.9990230349610576,0.9962620928922256,0.9543598737381453
-1.9316253011752442,0.9990230349610576,0.9962620928922256,0.9542353568260984
-1.9310515618375041,0.9990126414089173,0.9962620928922256,0.9541108399140514
-1.9299040831620233,0.9990022478567769,0.9962620928922256,0.9539863230020045
-1.9293303438242833,0.9989918543046367,0.9962620928922256,0.9539863230020045
-1.9287566044865432,0.9989918543046367,0.9961552952192945,0.9539863230020045
-1.9281828651488027,0.9989918543046367,0.9961552952192945,0.9537373054301995
-1.9276091258110624,0.9989918543046367,0.9961552952192945,0.9536127885160308
-1.9270353864733223,0.9989918543046367,0.9961552952192945,0.953363770946349
-1.9224454717714003,0.9989814606443602,0.9961552952192945,0.953363770946349
-1.9218717324336598,0.9989814606443602,0.9961552952192945,0.9532392540300568
-1.9212979930959198,0.9989814606443602,0.9961552952192945,0.9531147371137647
-1.9201505144204394,0.9989814606443602,0.9961552952192945,0.9529902201974726
-1.9195767750826989,0.9989814606443602,0.9961552952192945,0.9528657032811805
-1.9184292964072185,0.9989710669840839,0.9960484975463634,0.9527411863648884
-1.9178555570694784,0.9989710669840839,0.9960484975463634,0.9524921688058344
-1.9167080783939978,0.9989710669840839,0.9960484975463634,0.952367651887415
-1.9155605997185174,0.9989606733238074,0.9960484975463634,0.952367651887415
-1.914986860380777,0.9989606733238074,0.9960484975463634,0.9522431349689956
-1.9144131210430366,0.9989606733238074,0.9960484975463634,0.9521186180505763
-1.9138393817052965,0.9989606733238074,0.9960484975463634,0.951994101132157
-1.912691903029816,0.9989606733238074,0.9960484975463634,0.9518695842137376
-1.9121181636920757,0.998950279663531,0.9960484975463634,0.951496082321645
-1.9098232063411147,0.998950279663531,0.9959416998734322,0.9513715653968313
-1.9092494670033746,0.998950279663531,0.9958349022005011,0.9512470484720176
-1.908675727665634,0.9989398860032547,0.9958349022005011,0.9511225315472039
-1.908101988327894,0.9989294923429782,0.9958349022005011,0.9511225315472039
-1.9075282489901535,0.9989294923429782,0.99572810452757,0.9509980146223904
-1.905807030976933,0.9989294923429782,0.9956213068546389,0.9509980146223904
-1.9052332916391925,0.9989294923429782,0.9956213068546389,0.9508734976975768
-1.9046595523014527,0.9989294923429782,0.9956213068546389,0.9507489807727633
-1.903512073625972,0.9989294923429782,0.9955145091817079,0.9507489807727633
